"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US96068","ZCTA5 96068","12","16","0.0","97.9","58.3","58.3","0.0","97.9","8.3","27.1","0.0","97.9","0.0","97.9","33.3","61.3","0.0","97.9","0.0","97.9","0.0","97.9","-","**","36717","41145","33.3","(X)","(X)","(X)","(X)","(X)","5","10","0.0","100.0","0.0","100.0","0.0","100.0","100.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","80.0","(X)","(X)","(X)","1","2","0.0","100.0","0.0","100.0","0.0","100.0","100.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7","13","0.0","100.0","100.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US96069","ZCTA5 96069","551","138","2.9","3.2","2.9","2.5","18.1","15.4","6.7","5.2","6.0","4.1","13.8","6.0","11.1","8.5","22.1","10.0","10.5","6.6","5.8","4.2","74107","35266","86434","15284","50.6","(X)","(X)","(X)","(X)","(X)","382","116","1.3","1.5","3.1","3.3","16.8","20.9","3.9","3.8","9.2","5.8","13.6","7.3","7.3","5.5","27.2","13.9","10.2","9.2","7.3","5.9","92708","51536","93278","21237","(X)","(X)","55.5","(X)","(X)","(X)","313","123","0.0","12.7","1.0","1.7","20.4","24.2","4.8","4.8","7.0","5.8","15.3","9.3","5.1","3.9","26.5","15.9","12.5","11.0","7.3","6.6","79750","54588","N","N","(X)","(X)","(X)","(X)","(X)","(X)","169","78","8.3","10.1","2.4","4.1","21.3","18.3","13.0","17.1","5.3","7.5","10.7","9.3","26.6","22.9","7.1","7.3","3.0","4.3","2.4","4.2","-","**","61998","18722","(X)","(X)","(X)","(X)","39.6","(X)",
"860Z200US96071","ZCTA5 96071","17","22","0.0","82.3","41.2","58.8","0.0","82.3","0.0","82.3","0.0","82.3","0.0","82.3","58.8","58.8","0.0","82.3","0.0","82.3","0.0","82.3","-","**","N","N","41.2","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","17","22","0.0","82.3","41.2","58.8","0.0","82.3","0.0","82.3","0.0","82.3","0.0","82.3","58.8","58.8","0.0","82.3","0.0","82.3","0.0","82.3","-","**","N","N","(X)","(X)","(X)","(X)","41.2","(X)",
"860Z200US96073","ZCTA5 96073","1929","197","0.8","0.6","0.6","0.8","4.1","3.4","4.9","2.1","7.7","3.0","12.0","4.8","7.6","2.9","23.3","5.5","11.2","4.4","27.6","5.9","123237","14385","160114","16968","45.6","(X)","(X)","(X)","(X)","(X)","1577","185","1.0","1.2","0.0","2.7","1.6","1.5","3.1","2.3","3.9","2.0","11.2","4.4","8.1","3.3","27.8","6.7","11.9","5.2","31.3","6.7","135777","12681","176408","17507","(X)","(X)","49.0","(X)","(X)","(X)","1394","187","0.2","0.4","0.0","3.0","0.7","0.7","3.3","2.6","3.1","1.7","10.1","4.5","7.2","3.2","29.4","7.2","10.7","5.1","35.3","7.3","141122","10717","N","N","(X)","(X)","(X)","(X)","(X)","(X)","352","103","3.4","2.6","3.4","4.6","15.1","15.5","13.1","7.3","29.3","15.0","15.9","16.5","2.0","2.4","2.8","2.8","7.4","5.5","7.7","6.4","44167","7640","76524","23098","(X)","(X)","(X)","(X)","30.4","(X)",
"860Z200US96074","ZCTA5 96074","46","24","10.9","19.1","4.3","8.7","6.5","9.5","6.5","8.4","2.2","4.9","39.1","27.7","0.0","50.0","23.9","29.2","4.3","7.8","2.2","8.2","70455","27909","69378","22400","56.5","(X)","(X)","(X)","(X)","(X)","24","20","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","4.2","10.7","45.8","42.0","0.0","69.2","45.8","48.5","0.0","69.2","4.2","18.5","87500","51265","92496","24423","(X)","(X)","58.3","(X)","(X)","(X)","24","20","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","4.2","10.7","45.8","42.0","0.0","69.2","45.8","48.5","0.0","69.2","4.2","18.5","87500","51265","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22","14","22.7","36.6","9.1","15.8","13.6","19.0","13.6","17.2","0.0","72.3","31.8","37.2","0.0","72.3","0.0","72.3","9.1","14.4","0.0","72.3","-","**","44164","29352","(X)","(X)","(X)","(X)","54.5","(X)",
"860Z200US96075","ZCTA5 96075","144","108","0.0","25.1","28.5","38.2","0.0","25.1","6.3","11.7","0.0","25.1","31.9","32.2","0.0","25.1","33.3","37.5","0.0","25.1","0.0","25.1","66000","58977","59573","29905","15.3","(X)","(X)","(X)","(X)","(X)","79","77","0.0","38.2","0.0","38.2","0.0","38.2","11.4","22.1","0.0","38.2","27.8","36.6","0.0","38.2","60.8","46.8","0.0","38.2","0.0","38.2","100443","50595","84146","22583","(X)","(X)","27.8","(X)","(X)","(X)","62","75","0.0","43.1","0.0","43.1","0.0","43.1","0.0","43.1","0.0","43.1","22.6","42.6","0.0","43.1","77.4","42.6","0.0","43.1","0.0","43.1","100885","27973","N","N","(X)","(X)","(X)","(X)","(X)","(X)","65","73","0.0","42.1","63.1","52.1","0.0","42.1","0.0","42.1","0.0","42.1","36.9","52.1","0.0","42.1","0.0","42.1","0.0","42.1","0.0","42.1","-","**","29708","26284","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US96076","ZCTA5 96076","63","50","0.0","42.7","0.0","42.7","23.8","37.3","66.7","37.9","0.0","42.7","9.5","17.0","0.0","42.7","0.0","42.7","0.0","42.7","0.0","42.7","26058","3615","29981","7660","90.5","(X)","(X)","(X)","(X)","(X)","9","15","0.0","100.0","0.0","100.0","0.0","100.0","33.3","66.7","0.0","100.0","66.7","66.7","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","33.3","(X)","(X)","(X)","9","15","0.0","100.0","0.0","100.0","0.0","100.0","33.3","66.7","0.0","100.0","66.7","66.7","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","54","51","0.0","46.1","0.0","46.1","27.8","42.5","72.2","42.5","0.0","46.1","0.0","46.1","0.0","46.1","0.0","46.1","0.0","46.1","0.0","46.1","25769","1191","25724","1708","(X)","(X)","(X)","(X)","100.0","(X)",
"860Z200US96078","ZCTA5 96078","24","38","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","100.0","69.2","0.0","69.2","0.0","69.2","-","**","N","N","100.0","(X)","(X)","(X)","(X)","(X)","24","38","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","100.0","69.2","0.0","69.2","0.0","69.2","-","**","N","N","(X)","(X)","100.0","(X)","(X)","(X)","24","38","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","0.0","69.2","100.0","69.2","0.0","69.2","0.0","69.2","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","0","14","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US96080","ZCTA5 96080","12047","462","5.6","1.9","5.8","1.8","6.4","1.9","7.4","2.1","14.6","3.0","17.5","3.1","13.1","2.7","15.4","3.2","6.2","1.7","8.1","2.4","63365","7680","105889","29804","38.3","(X)","(X)","(X)","(X)","(X)","8167","500","3.6","2.0","3.4","1.7","3.7","1.9","5.3","2.4","13.7","3.5","17.1","3.6","15.4","3.8","19.0","3.7","8.3","2.3","10.5","2.9","79100","6631","131595","43607","(X)","(X)","37.2","(X)","(X)","(X)","5587","535","0.0","0.8","1.8","1.4","1.1","0.7","2.7","2.8","13.6","4.3","16.1","4.1","14.9","3.4","23.6","4.5","11.9","3.2","14.2","3.9","99554","12665","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3880","490","12.4","4.6","10.3","4.2","12.8","4.5","11.7","4.2","15.5","5.4","18.4","6.1","7.7","3.0","7.1","5.3","1.2","1.2","3.0","3.8","38472","9018","48541","8460","(X)","(X)","(X)","(X)","35.8","(X)",
"860Z200US96084","ZCTA5 96084","297","70","11.1","9.5","6.7","7.5","6.1","4.2","13.8","9.3","15.5","9.5","16.5","9.2","3.7","3.4","14.8","10.2","5.4","4.1","6.4","5.2","39141","27595","70458","16766","42.1","(X)","(X)","(X)","(X)","(X)","205","65","0.0","18.6","9.8","10.3","6.8","5.3","16.1","12.4","15.6","11.0","7.8","5.6","5.4","5.1","21.5","13.5","7.8","6.2","9.3","7.3","54688","48381","85643","21182","(X)","(X)","45.4","(X)","(X)","(X)","148","54","0.0","24.6","13.5","13.5","9.5","7.0","12.8","9.5","10.1","11.4","8.1","6.8","3.4","5.1","18.9","13.4","10.8","8.7","12.8","10.2","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","92","44","35.9","24.4","0.0","35.0","4.3","6.4","8.7","10.5","30.4","23.0","20.7","19.3","0.0","35.0","0.0","35.0","0.0","35.0","0.0","35.0","35208","16059","28489","10542","(X)","(X)","(X)","(X)","34.8","(X)",
"860Z200US96085","ZCTA5 96085","32","22","0.0","59.9","0.0","59.9","0.0","59.9","0.0","59.9","21.9","32.8","3.1","9.5","6.3","9.7","56.3","39.4","0.0","59.9","12.5","19.8","101667","43331","108125","30284","28.1","(X)","(X)","(X)","(X)","(X)","15","14","0.0","87.6","0.0","87.6","0.0","87.6","0.0","87.6","0.0","87.6","0.0","87.6","13.3","27.9","60.0","56.5","0.0","87.6","26.7","44.7","101528","89664","128020","46069","(X)","(X)","60.0","(X)","(X)","(X)","15","14","0.0","87.6","0.0","87.6","0.0","87.6","0.0","87.6","0.0","87.6","0.0","87.6","13.3","27.9","60.0","56.5","0.0","87.6","26.7","44.7","101528","89664","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17","17","0.0","82.3","0.0","82.3","0.0","82.3","0.0","82.3","41.2","54.6","5.9","20.4","0.0","82.3","52.9","52.9","0.0","82.3","0.0","82.3","-","**","90565","42366","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US96086","ZCTA5 96086","139","40","10.1","7.8","7.9","6.9","7.2","7.9","10.1","7.4","12.2","12.1","12.2","7.7","12.2","6.3","15.8","18.5","6.5","6.9","5.8","6.1","55208","22756","72326","15382","37.4","(X)","(X)","(X)","(X)","(X)","87","34","10.3","11.1","0.0","36.2","0.0","36.2","12.6","10.3","5.7","6.4","11.5","9.4","14.9","9.0","25.3","27.0","10.3","10.5","9.2","10.5","98875","24301","95409","17510","(X)","(X)","40.2","(X)","(X)","(X)","75","32","12.0","13.0","0.0","39.2","0.0","39.2","8.0","6.9","6.7","7.4","13.3","10.9","17.3","11.3","29.3","28.5","9.3","11.9","4.0","4.6","98625","29965","N","N","(X)","(X)","(X)","(X)","(X)","(X)","52","25","9.6","9.0","21.2","17.0","19.2","19.9","5.8","8.2","23.1","27.5","13.5","12.2","7.7","6.7","0.0","47.0","0.0","47.0","0.0","47.0","-","**","33708","8591","(X)","(X)","(X)","(X)","32.7","(X)",
"860Z200US96087","ZCTA5 96087","298","105","0.0","13.3","6.0","9.4","0.0","13.3","0.0","13.3","18.5","17.8","9.4","10.2","12.4","10.0","33.6","17.7","9.4","10.7","10.7","11.0","101447","31741","162033","80278","38.6","(X)","(X)","(X)","(X)","(X)","212","94","0.0","18.1","0.0","18.1","0.0","18.1","5.2","8.2","32.5","25.5","5.7","9.6","17.5","14.0","22.6","16.5","13.2","15.0","3.3","5.5","92692","52885","98801","33707","(X)","(X)","40.6","(X)","(X)","(X)","124","64","0.0","28.3","0.0","28.3","0.0","28.3","0.0","28.3","3.2","4.9","0.0","28.3","29.8","20.1","38.7","26.3","22.6","23.0","5.6","9.2","108000","16452","N","N","(X)","(X)","(X)","(X)","(X)","(X)","86","58","0.0","36.4","20.9","30.4","0.0","36.4","0.0","36.4","0.0","36.4","32.6","34.7","0.0","36.4","46.5","39.9","0.0","36.4","0.0","36.4","-","**","91328","42535","(X)","(X)","(X)","(X)","33.7","(X)",
"860Z200US96088","ZCTA5 96088","2199","292","4.5","2.4","2.2","1.5","7.8","4.2","8.4","6.2","11.9","5.0","19.2","6.4","13.9","7.5","14.1","5.4","10.9","4.6","7.2","2.9","71494","14309","88708","9758","37.7","(X)","(X)","(X)","(X)","(X)","1288","237","1.4","1.6","1.6","1.5","3.2","3.5","2.0","1.9","9.1","4.6","24.7","9.9","17.0","11.9","21.4","7.2","9.3","5.6","10.4","4.6","93082","14824","106523","11457","(X)","(X)","37.0","(X)","(X)","(X)","1074","230","0.6","0.8","0.8","1.3","2.9","4.0","1.6","1.7","7.1","4.1","22.4","9.9","20.4","13.7","21.6","8.1","10.1","7.0","12.5","5.5","94224","8573","N","N","(X)","(X)","(X)","(X)","(X)","(X)","911","213","8.8","5.5","3.1","3.0","15.5","8.6","17.2","13.6","15.8","10.0","14.2","7.5","5.8","4.0","3.8","6.0","13.2","8.9","2.6","2.9","36875","8852","62621","14664","(X)","(X)","(X)","(X)","38.2","(X)",
"860Z200US96090","ZCTA5 96090","181","58","6.6","5.7","2.8","3.7","8.3","7.6","8.3","11.8","13.3","9.0","20.4","13.9","14.9","12.8","19.3","11.5","4.4","4.4","1.7","2.3","67614","16185","73848","15238","29.3","(X)","(X)","(X)","(X)","(X)","109","48","0.0","31.2","0.0","31.2","2.8","4.1","10.1","18.3","9.2","10.9","19.3","17.0","21.1","18.3","32.1","19.1","2.8","3.8","2.8","3.9","84531","25645","92361","22423","(X)","(X)","37.6","(X)","(X)","(X)","88","47","0.0","35.9","0.0","35.9","3.4","5.2","12.5","21.7","1.1","4.0","18.2","20.2","25.0","21.1","34.1","21.7","2.3","4.3","3.4","4.9","89167","26561","N","N","(X)","(X)","(X)","(X)","(X)","(X)","72","33","16.7","14.5","6.9","9.1","16.7","17.6","5.6","7.7","19.4","17.1","26.4","21.2","5.6","6.9","0.0","40.0","2.8","4.6","0.0","40.0","39375","22584","40642","12271","(X)","(X)","(X)","(X)","16.7","(X)",
"860Z200US96091","ZCTA5 96091","329","82","5.8","4.7","0.0","12.1","3.6","2.5","9.1","6.7","25.2","10.1","11.2","6.1","17.0","8.8","14.3","7.7","7.9","5.2","5.8","8.6","59432","25430","85644","25493","41.0","(X)","(X)","(X)","(X)","(X)","164","54","0.6","1.3","0.0","22.6","0.0","22.6","5.5","8.1","31.7","16.7","12.8","8.6","6.7","6.8","20.7","13.7","11.0","8.1","11.0","16.5","68750","62436","111602","46842","(X)","(X)","33.5","(X)","(X)","(X)","154","54","0.6","1.4","0.0","23.8","0.0","23.8","5.8","8.6","31.8","17.7","10.4","8.7","7.1","7.4","21.4","14.7","11.0","9.1","11.7","17.6","81000","59182","N","N","(X)","(X)","(X)","(X)","(X)","(X)","165","57","10.9","8.8","0.0","22.5","7.3","5.4","12.7","12.8","18.8","10.5","9.7","9.3","27.3","14.9","7.9","10.9","5.5","6.2","0.0","22.5","55156","38401","58762","12726","(X)","(X)","(X)","(X)","48.5","(X)",
"860Z200US96092","ZCTA5 96092","160","59","0.0","23.0","0.0","23.0","5.0","7.6","20.6","19.5","41.9","32.1","4.4","8.4","0.0","23.0","10.6","17.5","5.0","7.5","12.5","13.4","41455","22408","78951","36338","26.9","(X)","(X)","(X)","(X)","(X)","138","57","0.0","26.0","0.0","26.0","0.0","26.0","13.8","14.6","48.6","34.8","5.1","10.0","0.0","26.0","12.3","21.3","5.8","8.7","14.5","15.1","-","**","87484","40998","(X)","(X)","31.2","(X)","(X)","(X)","117","61","0.0","29.6","0.0","29.6","0.0","29.6","9.4","13.8","57.3","37.6","0.0","29.6","0.0","29.6","9.4","22.1","6.8","10.8","17.1","18.0","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","22","25","0.0","72.3","0.0","72.3","36.4","54.4","63.6","54.4","0.0","72.3","0.0","72.3","0.0","72.3","0.0","72.3","0.0","72.3","0.0","72.3","-","**","N","N","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US96093","ZCTA5 96093","1555","307","3.7","4.7","0.8","1.0","15.6","9.9","7.1","6.1","9.5","6.9","16.0","9.1","18.0","12.8","13.1","10.1","2.8","2.8","13.4","9.5","72793","38147","97068","27410","49.1","(X)","(X)","(X)","(X)","(X)","772","249","0.0","5.4","0.5","0.8","17.0","18.6","0.0","5.4","7.0","8.7","11.8","11.7","11.0","12.3","19.9","17.6","5.7","6.0","27.1","19.0","103667","22369","142819","53572","(X)","(X)","65.5","(X)","(X)","(X)","768","249","0.0","5.4","0.0","5.4","17.1","18.7","0.0","5.4","7.0","8.8","11.8","11.8","11.1","12.4","20.1","17.8","5.7","6.0","27.2","19.2","103778","22249","N","N","(X)","(X)","(X)","(X)","(X)","(X)","783","239","7.3","9.3","1.5","2.0","13.7","12.5","14.2","12.3","12.0","11.2","20.2","14.8","24.9","21.0","6.3","7.4","0.0","5.3","0.0","5.3","50453","24195","51924","11259","(X)","(X)","(X)","(X)","33.0","(X)",
"860Z200US96094","ZCTA5 96094","2760","215","6.3","1.9","5.1","3.0","9.2","3.6","8.0","2.5","12.9","3.9","15.0","4.2","11.1","3.0","18.4","4.0","7.9","3.9","6.2","2.5","65139","12105","91717","14585","40.4","(X)","(X)","(X)","(X)","(X)","1592","173","4.3","2.4","1.8","1.5","4.6","2.3","5.0","2.7","11.3","3.9","17.5","5.7","12.8","3.6","21.7","5.4","10.8","6.6","10.4","4.2","85875","13196","119343","23117","(X)","(X)","40.5","(X)","(X)","(X)","1138","166","1.8","1.9","0.4","0.6","2.2","1.5","1.6","1.5","10.8","4.8","17.0","6.4","11.6","4.3","29.2","6.9","14.0","8.7","11.4","4.8","104239","9675","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1168","166","9.0","4.3","9.7","6.9","16.4","7.6","12.8","5.6","15.4","7.4","12.6","5.8","9.5","5.1","10.7","5.7","3.3","2.2","0.5","0.7","36622","7769","51159","6980","(X)","(X)","(X)","(X)","39.2","(X)",
"860Z200US96096","ZCTA5 96096","323","65","2.8","2.1","0.9","1.3","15.2","7.0","13.0","8.2","12.7","8.3","11.5","7.1","7.1","6.1","18.9","7.9","2.8","2.3","15.2","9.3","60547","20884","103138","26458","60.1","(X)","(X)","(X)","(X)","(X)","208","55","3.4","2.8","0.0","18.4","9.6","6.9","11.1","8.5","14.4","9.9","5.8","3.8","10.1","7.9","19.7","11.6","2.4","2.4","23.6","13.0","82143","42634","129116","35103","(X)","(X)","66.3","(X)","(X)","(X)","197","53","1.0","2.0","0.0","19.3","10.2","7.2","11.7","8.9","15.2","10.4","4.1","3.0","10.7","8.4","19.8","12.4","2.5","2.6","24.9","13.7","95313","45944","N","N","(X)","(X)","(X)","(X)","(X)","(X)","115","46","3.5","3.9","2.6","3.8","23.5","14.1","16.5","16.7","9.6","12.9","21.7","17.0","1.7","4.4","19.1","13.4","1.7","3.2","0.0","30.0","45875","20362","54077","14691","(X)","(X)","(X)","(X)","48.7","(X)",
"860Z200US96097","ZCTA5 96097","4378","285","6.3","2.0","7.6","3.3","16.4","4.3","10.6","3.6","11.8","3.0","11.4","3.6","8.8","2.7","14.6","3.7","6.9","2.6","5.6","2.5","47105","6295","73233","7536","38.4","(X)","(X)","(X)","(X)","(X)","2436","220","5.5","2.9","2.4","1.6","7.7","3.4","8.5","3.8","9.3","3.5","17.0","5.9","14.4","5.3","19.9","5.8","7.0","3.0","8.3","4.0","72100","13651","92704","9236","(X)","(X)","35.0","(X)","(X)","(X)","1614","235","1.3","1.4","1.0","1.5","3.3","3.1","5.1","2.9","9.3","4.1","20.0","8.2","14.5","5.1","24.1","8.1","9.9","4.4","11.5","5.6","94476","11238","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1942","308","7.5","3.6","15.0","6.7","27.3","8.6","13.2","7.4","15.1","5.4","7.2","2.5","3.7","2.1","5.1","2.2","4.7","3.5","1.1","1.6","25127","5315","42773","7990","(X)","(X)","(X)","(X)","38.9","(X)",
"860Z200US96101","ZCTA5 96101","1870","218","8.5","4.7","2.6","2.1","12.1","4.8","5.8","4.1","13.6","7.3","25.0","7.9","16.6","5.4","7.9","3.5","3.0","2.3","4.9","3.5","57117","3841","74069","15289","41.2","(X)","(X)","(X)","(X)","(X)","1135","185","1.2","2.0","0.0","3.7","14.9","7.1","2.2","2.6","13.7","10.7","28.5","9.5","17.4","6.8","13.0","5.9","1.1","1.4","8.0","5.4","59948","17590","90676","23549","(X)","(X)","38.1","(X)","(X)","(X)","946","171","0.0","4.4","0.0","4.4","10.8","7.2","1.2","1.9","16.3","12.5","27.0","10.0","19.8","7.8","14.2","6.5","1.3","1.7","9.6","6.6","71204","12943","N","N","(X)","(X)","(X)","(X)","(X)","(X)","735","189","19.7","11.5","6.5","5.7","11.2","8.4","12.1","9.2","13.7","9.2","15.4","10.6","15.4","9.1","0.0","5.6","6.0","5.3","0.0","5.6","38594","16095","46300","11118","(X)","(X)","(X)","(X)","46.1","(X)",
"860Z200US96103","ZCTA5 96103","631","145","3.8","4.2","2.5","2.6","7.8","6.2","6.7","6.7","16.6","10.4","19.7","10.1","11.6","7.1","16.6","8.8","6.7","4.9","8.1","5.5","66725","11648","99946","25023","44.8","(X)","(X)","(X)","(X)","(X)","395","107","3.5","5.3","2.5","3.6","0.0","10.2","3.5","5.7","13.7","12.6","21.5","12.0","6.1","6.5","25.6","13.1","10.6","7.5","12.9","8.3","93542","44316","131408","36588","(X)","(X)","40.5","(X)","(X)","(X)","340","101","4.1","6.2","0.0","11.7","0.0","11.7","4.1","6.6","13.8","12.7","25.0","13.9","5.9","7.1","21.5","14.6","10.6","8.3","15.0","9.7","81786","57654","N","N","(X)","(X)","(X)","(X)","(X)","(X)","236","84","4.2","7.4","2.5","4.1","20.8","15.9","11.9","15.0","21.6","19.3","16.5","14.3","20.8","14.7","1.7","3.0","0.0","16.4","0.0","16.4","41282","22837","47287","10004","(X)","(X)","(X)","(X)","52.1","(X)",
"860Z200US96104","ZCTA5 96104","364","89","6.9","7.9","0.0","11.0","8.5","6.8","8.5","9.5","20.9","13.7","17.6","10.6","12.9","12.7","21.7","11.4","0.5","0.9","2.5","2.1","51484","9281","70160","13853","29.4","(X)","(X)","(X)","(X)","(X)","236","88","0.0","16.4","0.0","16.4","0.0","16.4","0.0","16.4","28.0","18.4","18.2","12.5","20.3","18.1","28.8","16.9","0.8","1.4","3.8","3.5","91250","52659","89369","17243","(X)","(X)","28.0","(X)","(X)","(X)","162","73","0.0","22.8","0.0","22.8","0.0","22.8","0.0","22.8","8.6","13.2","19.8","13.6","27.2","24.0","37.7","24.9","1.2","2.0","5.6","5.1","94196","31731","N","N","(X)","(X)","(X)","(X)","(X)","(X)","128","58","19.5","18.3","0.0","27.6","24.2","19.5","24.2","22.9","14.8","16.2","9.4","14.5","0.0","27.6","7.8","12.8","0.0","27.6","0.0","27.6","29038","9741","33561","10457","(X)","(X)","(X)","(X)","25.0","(X)",
"860Z200US96105","ZCTA5 96105","207","123","26.1","37.5","0.0","18.5","0.0","18.5","25.6","30.1","0.0","18.5","2.9","5.1","0.0","18.5","8.2","15.5","30.0","37.8","7.2","11.6","-","**","92806","60147","61.8","(X)","(X)","(X)","(X)","(X)","122","113","0.0","28.7","0.0","28.7","0.0","28.7","23.0","37.4","0.0","28.7","0.0","28.7","0.0","28.7","64.8","44.5","0.0","28.7","12.3","23.9","121331","35055","118534","45776","(X)","(X)","35.2","(X)","(X)","(X)","32","37","0.0","59.9","0.0","59.9","0.0","59.9","0.0","59.9","0.0","59.9","0.0","59.9","0.0","59.9","53.1","53.1","0.0","59.9","46.9","53.1","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","85","96","63.5","49.3","0.0","36.7","0.0","36.7","29.4","46.4","0.0","36.7","7.1","17.0","0.0","36.7","0.0","36.7","0.0","36.7","0.0","36.7","-","**","16325","13679","(X)","(X)","(X)","(X)","100.0","(X)",
